,date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2016/5/26 0:00:00,非数字,0.128,0.1287,0.1107,0.1164,635,750024,43,63,0.827664175043598,1.70557875413975,0.00218202939372427,-0.148890165770604,0.00266787342437929,0,1.95,3728.8,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/5/27 0:00:00,0.1164,0.1209,0.123,0.1152,0.121,477,562567,42,62,0.837731293302812,1.66381795657985,0.00208601254845805,-0.145314043989905,0.00266094150053843,0,1.95,3773.6,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/5/30 0:00:00,0.121,0.1226,0.1337,0.113,0.129,753,943646,41,59,0.864274832527847,1.53248263327975,0.00181466884897966,-0.13575953998945,0.00262069984280752,0,1.95,3896.8,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/5/31 0:00:00,0.129,0.1322,0.1994,0.1322,0.1991,1457,2612887,40,58,0.950098072804662,0.726104355140856,0.000878969078661019,-0.0892642258673696,0.00286113277512589,0,1.95,4692.0,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/1 0:00:00,0.1991,0.2011,0.2046,0.1909,0.1924,619,1222718,39,57,0.935995364025655,0.893326827172749,0.00105113713856283,-0.0994924700283749,0.00276454774338867,0,1.95,4505.4,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/2 0:00:00,0.1924,0.1917,0.197,0.1845,0.1882,581,1104425,38,56,0.950493065196546,0.802154904809637,0.000850009763934859,-0.0868827699841277,0.00276415467804572,0,1.95,4471.0,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/3 0:00:00,0.1882,0.1912,0.2064,0.1882,0.2029,917,1817220,37,55,0.961857841704398,0.651050705513753,0.000686841146867018,-0.0802441595232921,0.00275022493557653,0,1.95,4628.8,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/6 0:00:00,0.2029,0.2055,0.2055,0.1919,0.1948,555,1083712,36,52,0.956215097283843,0.751391608074205,0.00074203382979994,-0.0853212068153882,0.00258138725693146,0,1.95,4510.2,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/7 0:00:00,0.1948,0.1939,0.1998,0.1925,0.194,107,209391,35,51,0.959261166341635,0.716162535818851,0.000693730607717749,-0.0834518942181557,0.00254006205589976,0,1.95,4526.6,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/8 0:00:00,0.194,0.1924,0.1924,0.181,0.1882,923,1722553,34,50,0.964858986702228,0.675099027543326,0.000607585173629462,-0.0780406787857429,0.00250627698116049,0,1.95,4458.8,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
2016/6/13 0:00:00,0.1882,0.1821,0.1821,0.1375,0.1378,1309,2135544,33,45,0.912287858597093,1.42148964864067,0.00115490135197691,-0.116437517425965,0.0021174944975329,0,1.95,3885.6,10000,10000631,510050C1607M01950,50ETF购2016年7月1.95,510050.SH,ETF期权,认购,0,1.95,10000,2016-07,2016/5/26 0:00:00,2016/7/27 0:00:00,2016-07-27,2016-07-28,0.134,实物资产,退市,
