,date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2017/6/1 0:00:00,非数字,0.1463,0.1554,0.1368,0.1369,1722,2520090,85,119,-0.705805119131977,2.46402389383419,0.00487875434795412,-0.0096513331808126,-0.00602458755122085,0.158203527832031,2.6,4357,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/2 0:00:00,0.1369,0.1357,0.1518,0.1357,0.1494,916,1324123,84,118,-0.750800480706276,2.26019457450413,0.00443634681877408,-0.000372914234440552,-0.00633328487351715,0.158203527832031,2.6,4454,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/5 0:00:00,0.1494,0.1562,0.1694,0.1485,0.1664,818,1351825,83,115,-0.809651931210128,1.94569321937799,0.0037076128124219,0.0135528113149464,-0.00662492599286781,0.154871563720703,2.6,4594.4,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/6 0:00:00,0.1664,0.1657,0.1675,0.152,0.1599,273,440101,82,114,-0.780311061263022,2.113104959995,0.00404458824194763,0.00514872907081482,-0.00634422291111337,0.163476086425781,2.6,3419,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/7 0:00:00,0.1599,0.1575,0.1607,0.142,0.1492,323,477711,81,113,-0.726115413256498,2.33552865899967,0.00457470193877169,-0.00844243091854806,-0.00587780282008391,0.173288903808594,2.6,4451,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/8 0:00:00,0.1492,0.1509,0.1525,0.1321,0.1334,851,1213887,80,112,-0.673630932841527,2.49274921104102,0.00497249075416059,-0.0204224933379343,-0.00542819803387425,0.168821875,2.6,4335.2,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/9 0:00:00,0.1334,0.1341,0.1358,0.1191,0.13,2708,3442267,79,111,-0.633530664672781,2.58392268875476,0.00520068570626886,-0.0293480673186083,-0.00507674184534114,0.180282366943359,2.6,4320.4,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/12 0:00:00,0.13,0.1321,0.1367,0.1198,0.1355,1370,1776263,78,108,-0.647229094578176,2.60475894748716,0.00505613277468097,-0.0282406844220404,-0.00503827545646279,0.188630584716797,2.6,4371.8,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/13 0:00:00,0.1355,0.1349,0.1444,0.1297,0.1314,597,821907,77,107,-0.654389347080882,2.60789438140946,0.00499088577556054,-0.0269861710265482,-0.00504273487772243,0.179330377197266,2.6,4331.4,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/14 0:00:00,0.1314,0.1393,0.1451,0.1343,0.1433,781,1094956,76,106,-0.726493246824719,2.34432976127205,0.00442998193812709,-0.0129919822598215,-0.00551613086829363,0.167393890380859,2.6,4411.4,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/15 0:00:00,0.1433,0.142,0.1553,0.1389,0.1506,616,918560,75,105,-0.764557420222815,2.17200424281658,0.00404764910794539,-0.00413608679337121,-0.00573318881450185,0.159668127441406,2.6,4467,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
2017/6/16 0:00:00,0.1506,0.1512,0.1573,0.1445,0.157,1285,1909265,74,104,-0.776608207144387,2.12072868299969,0.00390330855916724,-0.00107737622476003,-0.00576187829068137,0.166551745605469,2.6,4522,10000,10000922,510050P1709M02600,50ETF沽2017年9月2.60,510050.SH,ETF期权,认沽,0,2.6,10000,2017-09,2017/6/1 0:00:00,2017/9/27 0:00:00,2017-09-27,2017-09-28,0.1419,实物资产,退市,
