date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2017/2/23 0:00:00,非数字,0.0819,0.0863,0.0751,0.0834,3849,3097098,43,63,-0.668773316298697,3.2548163489954,0.00356806641822996,-0.0738548013757935,-0.00283987434247258,0.135026239013672,2.45,3693.4,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/2/24 0:00:00,0.0834,0.0836,0.0892,0.0806,0.0828,1413,1200413,42,62,-0.678689720730623,3.27056239228023,0.0034926763123415,-0.0715041284251059,-0.0028326883749419,0.130669055175781,2.45,3686,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/2/27 0:00:00,0.0828,0.0828,0.0973,0.0828,0.0955,1574,1433524,41,59,-0.740643600213391,3.03111112202145,0.00305664181622795,-0.0590133313445424,-0.00292690786372822,0.134330554199219,2.45,3793.4,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/2/28 0:00:00,0.0955,0.0937,0.099,0.0864,0.0958,2896,2683371,40,58,-0.740665006983987,3.06445297883837,0.00303132778388808,-0.0596871835377513,-0.00287611669616104,0.138211743164062,2.45,3798.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/1 0:00:00,0.0958,0.096,0.0965,0.0857,0.0959,1555,1423374,39,57,-0.747459494342398,3.10772929121251,0.00296328198960043,-0.0566266823338118,-0.00284910982083408,0.139383422851563,2.45,3791.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/2 0:00:00,0.0959,0.0918,0.1092,0.0866,0.1076,1810,1756204,38,56,-0.793226832762944,2.81104919895689,0.00260847198212922,-0.0420056570594414,-0.00296078498473344,0.143703991699219,2.45,3899.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/3 0:00:00,0.1076,0.1107,0.1178,0.11,0.1162,1096,1256494,37,55,-0.834095153873579,2.60055267193113,0.00224501235199059,-0.0229798718184316,-0.00304684447369257,0.148939935302734,2.45,3973.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/6 0:00:00,0.1162,0.115,0.1174,0.1064,0.1116,1504,1683661,36,52,-0.83150519149862,2.74653761006119,0.00220929900094055,-0.0252943491444355,-0.0028682571238091,0.151173449707031,2.45,3933.8,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/7 0:00:00,0.1116,0.1119,0.1141,0.106,0.1077,930,1024353,35,51,-0.82196638630748,2.8844346008666,0.00227042547600465,-0.0293791622936079,-0.00278099220239046,0.151393139648437,2.45,3898.8,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/8 0:00:00,0.1077,0.1091,0.1104,0.1018,0.1048,2117,2240833,34,50,-0.823779987356774,2.91712455666605,0.00223406461367147,-0.0281361005430131,-0.00273060345252149,0.145095361328125,2.45,3874,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/9 0:00:00,0.1048,0.1074,0.1276,0.1074,0.1185,3167,3810307,33,49,-0.874210573281337,2.51011424343571,0.00175676286245333,-0.00372723910120087,-0.00282901035841582,0.163622546386719,2.45,3996.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/10 0:00:00,0.1185,0.1169,0.1228,0.1148,0.1224,1901,2275229,32,48,-0.895813851061085,2.22271108426431,0.00151502720242033,0.00513319505668038,-0.00283520848959913,0.156226318359375,2.45,4026,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/13 0:00:00,0.1224,0.1228,0.1324,0.104,0.104,4983,5789159,31,45,-0.850926904006324,2.88388023696869,0.00189856720782989,-0.0185447536641458,-0.00252758980077174,0.147219030761719,2.45,3866,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/14 0:00:00,0.104,0.1042,0.1103,0.101,0.1078,1704,1801074,30,44,-0.865523752850547,2.7267681315313,0.00174734516478453,-0.0126460566448273,-0.00251049254641753,0.151612829589844,2.45,3900.2,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/15 0:00:00,0.1078,0.1115,0.1119,0.1035,0.1083,2399,2600597,29,43,-0.871207111152118,2.79259297472422,0.00167834028141448,-0.00793427605464557,-0.00246662722854651,0.163622546386719,2.45,3902.8,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/16 0:00:00,0.1083,0.1019,0.1019,0.0831,0.0871,5083,4551637,28,42,-0.832654917067391,3.40863829876265,0.00198897475120717,-0.023276267539904,-0.00230516375840482,0.125762646484375,2.45,3713.8,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/17 0:00:00,0.0871,0.085,0.1166,0.0831,0.1121,8299,7922683,27,41,-0.905562277939663,2.30006119384031,0.00130523799435667,0.00754671583266023,-0.00243752907067374,0.147219030761719,2.45,3932.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/20 0:00:00,0.1121,0.1118,0.1164,0.105,0.1074,6828,7521552,26,38,-0.907236038222819,2.36533631475083,0.00124098496525579,0.00616658355300308,-0.00225871922552108,0.14363076171875,2.45,3895.4,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
2017/3/21 0:00:00,0.1074,0.1069,0.1093,0.1011,0.1022,4650,4883920,25,37,-0.924631538754088,2.33203137859672,0.00104996749122177,0.0217395172900285,-0.00223664804041468,0.143191381835937,2.45,3845.6,10000,10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.45,10000,2017-04,2017/2/23 0:00:00,2017/4/26 0:00:00,2017-04-26,2017-04-27,0.0829,实物资产,退市,
