date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2015/8/25 0:00:00,非数字,0.0079,0.0297,0.0004,0.0005,1256,136536,2,2,0.000202519146493607,0.0134408815152443,7.56779095536929E-07,-0.00798827530853235,1.03862141926941E-08,0.937521875,2.1,1325.2,10000,10000352,510050C1508M02100,50ETF购2015年8月2.10,510050.SH,ETF期权,认购,欧式,2.1,10000,2015-08,2015/8/25 0:00:00,2015/8/26 0:00:00,2015-08-26,2015-08-27,0.0269,实物资产,退市,
2015/8/26 0:00:00,0.0005,0.0008,0.0008,0.0001,0.0001,210,546,1,1,非数字,非数字,非数字,非数字,非数字,非数字,2.1,非数字,10000,10000352,510050C1508M02100,50ETF购2015年8月2.10,510050.SH,ETF期权,认购,欧式,2.1,10000,2015-08,2015/8/25 0:00:00,2015/8/26 0:00:00,2015-08-26,2015-08-27,0.0269,实物资产,退市,
