date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2019/2/26 0:00:00,NaN,0.1391,0.2324,0.1391,0.2242,2641,4838515,2,2,-1,0.0001,0,0.0002,-0.0002,0.4844,2.95,5515.6,10000,10001725,510050P1902M02950,50ETF沽2019年2月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2019-02,2019/2/26 0:00:00,2019/2/27 0:00:00,2019-02-27,2019-02-28,0.1404,实物资产,退市,
2019/2/27 0:00:00,0.2242,0.2046,0.2378,0.169,0.213,1015,2045527,1,1,-1,0,0,0.0002,-0.0001,0,2.95,5423.2,10000,10001725,510050P1902M02950,50ETF沽2019年2月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2019-02,2019/2/26 0:00:00,2019/2/27 0:00:00,2019-02-27,2019-02-28,0.1404,实物资产,退市,
