wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
10001033,510050P1806A02850,50ETF沽2018年6月2798A,510050.SH,ETF期权,认沽,欧式,2.798,10185,2018-06,2017/10/26 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1015,实物资产,退市,
10001034,510050P1806A02900,50ETF沽2018年6月2847A,510050.SH,ETF期权,认沽,欧式,2.847,10185,2018-06,2017/10/26 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1277,实物资产,退市,
10001035,510050C1711M02950,50ETF购2017年11月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2017-11,2017/10/27 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.0043,实物资产,退市,
10001036,510050P1711M02950,50ETF沽2017年11月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2017-11,2017/10/27 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.123,实物资产,退市,
10001037,510050C1712A02950,50ETF购2017年12月2896A,510050.SH,ETF期权,认购,欧式,2.896,10185,2017-12,2017/10/27 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0193,实物资产,退市,
10001038,510050P1712A02950,50ETF沽2017年12月2896A,510050.SH,ETF期权,认沽,欧式,2.896,10185,2017-12,2017/10/27 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.123,实物资产,退市,
10001039,510050C1803A02950,50ETF购2018年3月2896A,510050.SH,ETF期权,认购,欧式,2.896,10185,2018-03,2017/10/27 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0594,实物资产,退市,
10001040,510050P1803A02950,50ETF沽2018年3月2896A,510050.SH,ETF期权,认沽,欧式,2.896,10185,2018-03,2017/10/27 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.1342,实物资产,退市,
10001041,510050C1806A02950,50ETF购2018年6月2896A,510050.SH,ETF期权,认购,欧式,2.896,10185,2018-06,2017/10/27 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0974,实物资产,退市,
10001042,510050P1806A02950,50ETF沽2018年6月2896A,510050.SH,ETF期权,认沽,欧式,2.896,10185,2018-06,2017/10/27 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1413,实物资产,退市,
10001043,510050C1711M03000,50ETF购2017年11月3000,510050.SH,ETF期权,认购,欧式,3,10000,2017-11,2017/11/8 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.0007,实物资产,退市,
10001044,510050P1711M03000,50ETF沽2017年11月3000,510050.SH,ETF期权,认沽,欧式,3,10000,2017-11,2017/11/8 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.125,实物资产,退市,
10001045,510050C1712A03000,50ETF购2017年12月2946A,510050.SH,ETF期权,认购,欧式,2.946,10185,2017-12,2017/11/8 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0089,实物资产,退市,
10001046,510050P1712A03000,50ETF沽2017年12月2946A,510050.SH,ETF期权,认沽,欧式,2.946,10185,2017-12,2017/11/8 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.125,实物资产,退市,
10001047,510050C1803A03000,50ETF购2018年3月2946A,510050.SH,ETF期权,认购,欧式,2.946,10185,2018-03,2017/11/8 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0413,实物资产,退市,
10001048,510050P1803A03000,50ETF沽2018年3月2946A,510050.SH,ETF期权,认沽,欧式,2.946,10185,2018-03,2017/11/8 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.125,实物资产,退市,
10001049,510050C1806A03000,50ETF购2018年6月2946A,510050.SH,ETF期权,认购,欧式,2.946,10185,2018-06,2017/11/8 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0765,实物资产,退市,
10001050,510050P1806A03000,50ETF沽2018年6月2946A,510050.SH,ETF期权,认沽,欧式,2.946,10185,2018-06,2017/11/8 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.135,实物资产,退市,
10001051,510050C1711M03100,50ETF购2017年11月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2017-11,2017/11/14 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.0001,实物资产,退市,
10001052,510050P1711M03100,50ETF沽2017年11月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2017-11,2017/11/14 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.172,实物资产,退市,
10001053,510050C1712A03100,50ETF购2017年12月3044A,510050.SH,ETF期权,认购,欧式,3.044,10185,2017-12,2017/11/14 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0052,实物资产,退市,
10001054,510050P1712A03100,50ETF沽2017年12月3044A,510050.SH,ETF期权,认沽,欧式,3.044,10185,2017-12,2017/11/14 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.172,实物资产,退市,
10001055,510050C1803A03100,50ETF购2018年3月3044A,510050.SH,ETF期权,认购,欧式,3.044,10185,2018-03,2017/11/14 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0366,实物资产,退市,
10001056,510050P1803A03100,50ETF沽2018年3月3044A,510050.SH,ETF期权,认沽,欧式,3.044,10185,2018-03,2017/11/14 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.172,实物资产,退市,
10001057,510050C1806A03100,50ETF购2018年6月3044A,510050.SH,ETF期权,认购,欧式,3.044,10185,2018-06,2017/11/14 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0756,实物资产,退市,
10001058,510050P1806A03100,50ETF沽2018年6月3044A,510050.SH,ETF期权,认沽,欧式,3.044,10185,2018-06,2017/11/14 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.172,实物资产,退市,
10001059,510050C1711M03200,50ETF购2017年11月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2017-11,2017/11/20 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.0001,实物资产,退市,
10001060,510050P1711M03200,50ETF沽2017年11月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2017-11,2017/11/20 0:00:00,2017/11/22 0:00:00,2017-11-22,2017-11-23,0.2103,实物资产,退市,
10001061,510050C1712A03200,50ETF购2017年12月3142A,510050.SH,ETF期权,认购,欧式,3.142,10185,2017-12,2017/11/20 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0018,实物资产,退市,
10001062,510050P1712A03200,50ETF沽2017年12月3142A,510050.SH,ETF期权,认沽,欧式,3.142,10185,2017-12,2017/11/20 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.2103,实物资产,退市,
10001063,510050C1803A03200,50ETF购2018年3月3142A,510050.SH,ETF期权,认购,欧式,3.142,10185,2018-03,2017/11/20 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0247,实物资产,退市,
10001064,510050P1803A03200,50ETF沽2018年3月3142A,510050.SH,ETF期权,认沽,欧式,3.142,10185,2018-03,2017/11/20 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.2103,实物资产,退市,
10001065,510050C1806A03200,50ETF购2018年6月3142A,510050.SH,ETF期权,认购,欧式,3.142,10185,2018-06,2017/11/20 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0662,实物资产,退市,
10001066,510050P1806A03200,50ETF沽2018年6月3142A,510050.SH,ETF期权,认沽,欧式,3.142,10185,2018-06,2017/11/20 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2103,实物资产,退市,
10001067,510050C1712A03300,50ETF购2017年12月3240A,510050.SH,ETF期权,认购,欧式,3.24,10185,2017-12,2017/11/23 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0059,实物资产,退市,
10001068,510050P1712A03300,50ETF沽2017年12月3240A,510050.SH,ETF期权,认沽,欧式,3.24,10185,2017-12,2017/11/23 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.233,实物资产,退市,
10001069,510050C1803A03300,50ETF购2018年3月3240A,510050.SH,ETF期权,认购,欧式,3.24,10185,2018-03,2017/11/23 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0468,实物资产,退市,
10001070,510050P1803A03300,50ETF沽2018年3月3240A,510050.SH,ETF期权,认沽,欧式,3.24,10185,2018-03,2017/11/23 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.2337,实物资产,退市,
10001071,510050C1806A03300,50ETF购2018年6月3240A,510050.SH,ETF期权,认购,欧式,3.24,10185,2018-06,2017/11/23 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0922,实物资产,退市,
10001072,510050P1806A03300,50ETF沽2018年6月3240A,510050.SH,ETF期权,认沽,欧式,3.24,10185,2018-06,2017/11/23 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2394,实物资产,退市,
10001073,510050C1801A02950,50ETF购2018年1月2896A,510050.SH,ETF期权,认购,欧式,2.896,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1636,实物资产,退市,
10001074,510050C1801A03000,50ETF购2018年1月2946A,510050.SH,ETF期权,认购,欧式,2.946,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1235,实物资产,退市,
10001075,510050C1801A03100,50ETF购2018年1月3044A,510050.SH,ETF期权,认购,欧式,3.044,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0683,实物资产,退市,
10001076,510050C1801A03200,50ETF购2018年1月3142A,510050.SH,ETF期权,认购,欧式,3.142,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0387,实物资产,退市,
10001077,510050C1801A03300,50ETF购2018年1月3240A,510050.SH,ETF期权,认购,欧式,3.24,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0178,实物资产,退市,
10001078,510050P1801A02950,50ETF沽2018年1月2896A,510050.SH,ETF期权,认沽,欧式,2.896,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0262,实物资产,退市,
10001079,510050P1801A03000,50ETF沽2018年1月2946A,510050.SH,ETF期权,认沽,欧式,2.946,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0396,实物资产,退市,
10001080,510050P1801A03100,50ETF沽2018年1月3044A,510050.SH,ETF期权,认沽,欧式,3.044,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0838,实物资产,退市,
10001081,510050P1801A03200,50ETF沽2018年1月3142A,510050.SH,ETF期权,认沽,欧式,3.142,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1527,实物资产,退市,
10001082,510050P1801A03300,50ETF沽2018年1月3240A,510050.SH,ETF期权,认沽,欧式,3.24,10185,2018-01,2017/11/23 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.233,实物资产,退市,
10001083,510050C1801A02900,50ETF购2018年1月2847A,510050.SH,ETF期权,认购,欧式,2.847,10185,2018-01,2017/11/24 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1339,实物资产,退市,
10001084,510050P1801A02900,50ETF沽2018年1月2847A,510050.SH,ETF期权,认沽,欧式,2.847,10185,2018-01,2017/11/24 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0281,实物资产,退市,
10001085,510050C1712M02800,50ETF购2017年12月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.1338,实物资产,退市,
10001086,510050C1712M02850,50ETF购2017年12月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0955,实物资产,退市,
10001087,510050C1712M02900,50ETF购2017年12月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0648,实物资产,退市,
10001088,510050C1712M02950,50ETF购2017年12月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0421,实物资产,退市,
10001089,510050C1712M03000,50ETF购2017年12月3000,510050.SH,ETF期权,认购,欧式,3,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0255,实物资产,退市,
10001090,510050P1712M02800,50ETF沽2017年12月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.013,实物资产,退市,
10001091,510050P1712M02850,50ETF沽2017年12月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0244,实物资产,退市,
10001092,510050P1712M02900,50ETF沽2017年12月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0444,实物资产,退市,
10001093,510050P1712M02950,50ETF沽2017年12月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0707,实物资产,退市,
10001094,510050P1712M03000,50ETF沽2017年12月3000,510050.SH,ETF期权,认沽,欧式,3,10000,2017-12,2017/11/28 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.1026,实物资产,退市,
10001095,510050C1801M02800,50ETF购2018年1月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1527,实物资产,退市,
10001096,510050C1801M02850,50ETF购2018年1月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1186,实物资产,退市,
10001097,510050C1801M02900,50ETF购2018年1月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0904,实物资产,退市,
10001098,510050C1801M02950,50ETF购2018年1月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0668,实物资产,退市,
10001099,510050C1801M03000,50ETF购2018年1月3000,510050.SH,ETF期权,认购,欧式,3,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0472,实物资产,退市,
10001100,510050P1801M02800,50ETF沽2018年1月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0242,实物资产,退市,
10001101,510050P1801M02850,50ETF沽2018年1月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0392,实物资产,退市,
10001102,510050P1801M02900,50ETF沽2018年1月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0602,实物资产,退市,
10001103,510050P1801M02950,50ETF沽2018年1月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0854,实物资产,退市,
10001104,510050P1801M03000,50ETF沽2018年1月3000,510050.SH,ETF期权,认沽,欧式,3,10000,2018-01,2017/11/28 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1152,实物资产,退市,
10001105,510050C1803M02800,50ETF购2018年3月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.201,实物资产,退市,
10001106,510050C1803M02850,50ETF购2018年3月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.168,实物资产,退市,
10001107,510050C1803M02900,50ETF购2018年3月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.1395,实物资产,退市,
10001108,510050C1803M02950,50ETF购2018年3月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.1139,实物资产,退市,
10001109,510050C1803M03000,50ETF购2018年3月3000,510050.SH,ETF期权,认购,欧式,3,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0912,实物资产,退市,
10001110,510050P1803M02800,50ETF沽2018年3月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0483,实物资产,退市,
10001111,510050P1803M02850,50ETF沽2018年3月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.065,实物资产,退市,
10001112,510050P1803M02900,50ETF沽2018年3月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0857,实物资产,退市,
10001113,510050P1803M02950,50ETF沽2018年3月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.1084,实物资产,退市,
10001114,510050P1803M03000,50ETF沽2018年3月3000,510050.SH,ETF期权,认沽,欧式,3,10000,2018-03,2017/11/28 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.1349,实物资产,退市,
10001115,510050C1806M02800,50ETF购2018年6月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2619,实物资产,退市,
10001116,510050C1806M02850,50ETF购2018年6月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2294,实物资产,退市,
10001117,510050C1806M02900,50ETF购2018年6月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2003,实物资产,退市,
10001118,510050C1806M02950,50ETF购2018年6月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1742,实物资产,退市,
10001119,510050C1806M03000,50ETF购2018年6月3000,510050.SH,ETF期权,认购,欧式,3,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1505,实物资产,退市,
10001120,510050P1806M02800,50ETF沽2018年6月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.074,实物资产,退市,
10001121,510050P1806M02850,50ETF沽2018年6月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0912,实物资产,退市,
10001122,510050P1806M02900,50ETF沽2018年6月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1108,实物资产,退市,
10001123,510050P1806M02950,50ETF沽2018年6月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1353,实物资产,退市,
10001124,510050P1806M03000,50ETF沽2018年6月3000,510050.SH,ETF期权,认沽,欧式,3,10000,2018-06,2017/11/28 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1624,实物资产,退市,
10001125,510050C1712M02750,50ETF购2017年12月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2017-12,2017/12/1 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.1331,实物资产,退市,
10001126,510050P1712M02750,50ETF沽2017年12月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2017-12,2017/12/1 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.016,实物资产,退市,
10001127,510050C1801M02750,50ETF购2018年1月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2018-01,2017/12/1 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1556,实物资产,退市,
10001128,510050P1801M02750,50ETF沽2018年1月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2018-01,2017/12/1 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0278,实物资产,退市,
10001129,510050C1803M02750,50ETF购2018年3月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2018-03,2017/12/1 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.1989,实物资产,退市,
10001130,510050P1803M02750,50ETF沽2018年3月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2018-03,2017/12/1 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0553,实物资产,退市,
10001131,510050C1806M02750,50ETF购2018年6月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2018-06,2017/12/1 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2613,实物资产,退市,
10001132,510050P1806M02750,50ETF沽2018年6月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2018-06,2017/12/1 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.082,实物资产,退市,
10001133,510050C1712M02700,50ETF购2017年12月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2017-12,2017/12/18 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.1267,实物资产,退市,
10001134,510050P1712M02700,50ETF沽2017年12月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2017-12,2017/12/18 0:00:00,2017/12/27 0:00:00,2017-12-27,2017-12-28,0.0017,实物资产,退市,
10001135,510050C1801M02700,50ETF购2018年1月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2018-01,2017/12/18 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.1435,实物资产,退市,
10001136,510050P1801M02700,50ETF沽2018年1月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2018-01,2017/12/18 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0124,实物资产,退市,
10001137,510050C1803M02700,50ETF购2018年3月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2018-03,2017/12/18 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.195,实物资产,退市,
10001138,510050P1803M02700,50ETF沽2018年3月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2018-03,2017/12/18 0:00:00,2018/3/28 0:00:00,2018-03-28,2018-03-29,0.0393,实物资产,退市,
10001139,510050C1806M02700,50ETF购2018年6月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2018-06,2017/12/18 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.2544,实物资产,退市,
10001140,510050P1806M02700,50ETF沽2018年6月2700,510050.SH,ETF期权,认沽,欧式,2.7,10000,2018-06,2017/12/18 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.0661,实物资产,退市,
10001141,510050C1802M02750,50ETF购2018年2月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.1514,实物资产,退市,
10001142,510050C1802M02800,50ETF购2018年2月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.1176,实物资产,退市,
10001143,510050C1802M02850,50ETF购2018年2月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.09,实物资产,退市,
10001144,510050C1802M02900,50ETF购2018年2月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.0702,实物资产,退市,
10001145,510050C1802M02950,50ETF购2018年2月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.0533,实物资产,退市,
10001146,510050P1802M02750,50ETF沽2018年2月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.0299,实物资产,退市,
10001147,510050P1802M02800,50ETF沽2018年2月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.0472,实物资产,退市,
10001148,510050P1802M02850,50ETF沽2018年2月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.0702,实物资产,退市,
10001149,510050P1802M02900,50ETF沽2018年2月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.0985,实物资产,退市,
10001150,510050P1802M02950,50ETF沽2018年2月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2018-02,2017/12/28 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.1302,实物资产,退市,
10001151,510050C1801M02650,50ETF购2018年1月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2018-01,2018/1/2 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.2182,实物资产,退市,
10001152,510050C1801M03100,50ETF购2018年1月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2018-01,2018/1/2 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0032,实物资产,退市,
10001153,510050P1801M02650,50ETF沽2018年1月2650,510050.SH,ETF期权,认沽,欧式,2.65,10000,2018-01,2018/1/2 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.0005,实物资产,退市,
10001154,510050P1801M03100,50ETF沽2018年1月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2018-01,2018/1/2 0:00:00,2018/1/24 0:00:00,2018-01-24,2018-01-25,0.242,实物资产,退市,
10001155,510050C1802M02650,50ETF购2018年2月2650,510050.SH,ETF期权,认购,欧式,2.65,10000,2018-02,2018/1/2 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.233,实物资产,退市,
10001156,510050C1802M02700,50ETF购2018年2月2700,510050.SH,ETF期权,认购,欧式,2.7,10000,2018-02,2018/1/2 0:00:00,2018/2/28 0:00:00,2018-02-28,2018-03-01,0.1914,实物资产,退市,
