date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2018/8/20 0:00:00,非数字,0.3309,0.3461,0.3219,0.3461,187,623300,145,220,0.795678100414709,0.665018480028819,0.00539898206277954,-0.147357075499128,0.0096391738302174,0.218069036865234,2.2,6410.6,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/21 0:00:00,0.3461,0.3522,0.3821,0.3522,0.3657,213,799599,144,219,0.818611772181324,0.604300992540662,0.00508607016808018,-0.145228632724352,0.00992729178253835,0.194159448242188,2.2,6652.2,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/22 0:00:00,0.3657,0.3682,0.3721,0.356,0.3657,77,279483,143,218,0.820354640069344,0.601206048121297,0.00504981614467087,-0.144486981218106,0.00991221863720699,0.190131799316406,2.2,6658.8,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/23 0:00:00,0.3657,0.3523,0.3861,0.3523,0.3732,202,753205,142,217,0.826528304230598,0.587399907119169,0.00494767954350231,-0.142985731417264,0.00996216284271066,0.188960119628906,2.2,6742.8,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/24 0:00:00,0.3732,0.37,0.4,0.3582,0.3839,501,1899787,141,216,0.834396403362512,0.567723782030055,0.00481809930475464,-0.140917563759035,0.010036704053255,0.187275830078125,2.2,6866.6,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/27 0:00:00,0.3839,0.399,0.42,0.39,0.4177,661,2692529,140,213,0.861434560649469,0.498917206062551,0.00433071457963199,-0.134923013413026,0.0103028165938673,0.16120595703125,2.2,7262.2,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/28 0:00:00,0.4177,0.4161,0.4275,0.4097,0.4101,227,951430,139,212,0.859308100575678,0.514997156396184,0.00434678680382101,-0.134508564982968,0.0102323560073031,0.170432934570313,2.2,7205,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/29 0:00:00,0.4101,0.4107,0.4165,0.4071,0.4102,456,1879383,138,211,0.855994268388382,0.525883425673432,0.00439327002083163,-0.135437220728658,0.0101377289859378,0.190424719238281,2.2,7165.6,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/30 0:00:00,0.4102,0.4189,0.4189,0.3902,0.3945,335,1360900,137,210,0.847321636866563,0.557932323602781,0.00452194741412347,-0.136471917414858,0.00997227927667592,0.196832342529297,2.2,6980.6,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
2018/8/31 0:00:00,0.3945,0.3901,0.403,0.3753,0.3811,477,1846278,136,209,0.841043266165438,0.57727022858063,0.00461064104509669,-0.138319478792349,0.00983590000114858,0.190058569335938,2.2,6854.2,10000,10001441,510050C1903A02200,50ETF购2019年3月2.156A,510050.SH,ETF期权,认购,欧式,2.156,10202,2019-03,2018/8/20 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.3194,实物资产,退市,
