date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2015/8/26 0:00:00,非数字,0.0154,0.032,0.0001,0.0001,630,64197,1,1,非数字,非数字,非数字,非数字,非数字,非数字,1.85,非数字,10000,10000385,510050P1508M01850,50ETF沽2015年8月1.85,510050.SH,ETF期权,认沽,欧式,1.85,10000,2015-08,2015/8/26 0:00:00,2015/8/26 0:00:00,2015-08-26,2015-08-27,0.0449,实物资产,退市,
