date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2018/6/26 0:00:00,非数字,0.19,0.19,0.1297,0.1669,1098,1774960,2,2,1,1.2900354586695E-11,4.0168695962975E-16,-0.0770072854915598,6.43777811414754E-05,0,2.35,4724,10000,10001363,510050C1806M02350,50ETF购2018年6月2.35,510050.SH,ETF期权,认购,欧式,2.35,10000,2018-06,2018/6/26 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1984,实物资产,退市,
2018/6/27 0:00:00,0.1669,0.1684,0.1765,0.0961,0.111,957,1181451,1,1,非数字,非数字,非数字,非数字,非数字,非数字,2.35,4108,10000,10001363,510050C1806M02350,50ETF购2018年6月2.35,510050.SH,ETF期权,认购,欧式,2.35,10000,2018-06,2018/6/26 0:00:00,2018/6/27 0:00:00,2018-06-27,2018-06-28,0.1984,实物资产,退市,
