date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2015/8/25 0:00:00,非数字,0.06,0.1139,0.01,0.0199,1427,871618,2,2,0.138673030226341,3.87721169343976,0.000218303595284182,-2.30770985859218,7.05669423918448E-06,1.11856147460938,1.95,1822.2,10000,10000349,510050C1508M01950,50ETF购2015年8月1.95,510050.SH,ETF期权,认购,欧式,1.95,10000,2015-08,2015/8/25 0:00:00,2015/8/26 0:00:00,2015-08-26,2015-08-27,0.1109,实物资产,退市,
2015/8/26 0:00:00,0.0199,0.0249,0.0494,0.0033,0.0084,1693,423954,1,1,非数字,非数字,非数字,非数字,非数字,非数字,1.95,非数字,10000,10000349,510050C1508M01950,50ETF购2015年8月1.95,510050.SH,ETF期权,认购,欧式,1.95,10000,2015-08,2015/8/25 0:00:00,2015/8/26 0:00:00,2015-08-26,2015-08-27,0.1109,实物资产,退市,
