date,pre_close,open,high,low,close,volume,amt,ptmtradeday,ptmday,delta,gamma,vega,theta,rho,us_impliedvol,exe_price,maint_margin,exe_ratio,wind_code,trade_coe,sec_name,option_mark_code,option_type,call_or_put,exercise_mode,exercise_price,contract_unit,limit_month,listed_date,expire_date,exercise_date,settlement_date,reference_price,settle_mode,contract_state
2018/7/26 0:00:00,非数字,0.2094,0.216,0.2076,0.2147,173,366152,162,245,-0.533570011636219,0.93804931766842,0.00836940464852141,-0.0786476661778716,-0.0105842623361046,0.207670379638672,2.7,5237,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/7/27 0:00:00,0.2147,0.2141,0.22,0.2089,0.2112,113,242226,161,244,-0.535497274266918,0.940517063774935,0.00834872707477601,-0.0799693621257245,-0.010577598136554,0.202635818481445,2.7,5197,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/7/30 0:00:00,0.2112,0.21,0.2127,0.1976,0.2088,157,322511,160,241,-0.525599372543206,0.942746308931585,0.00835161264676883,-0.0828062174917587,-0.010277284851448,0.207926684570312,2.7,5180.4,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/7/31 0:00:00,0.2088,0.2081,0.2122,0.1985,0.2042,69,141766,159,240,-0.519079944380009,0.942645790962263,0.00836763785592896,-0.0846996457525682,-0.0101250917445039,0.207194384765625,2.7,5148,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/1 0:00:00,0.2042,0.2024,0.2383,0.1908,0.2383,155,339431,158,239,-0.572044371977939,0.931059203632933,0.00803920009109456,-0.0795007745171367,-0.0109935249465632,0.210196813964844,2.7,5426.4,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/2 0:00:00,0.2383,0.2462,0.2912,0.2462,0.2722,329,895573,157,238,-0.620948719533769,0.917101927604292,0.00761541313608038,-0.0713608413892573,-0.0117535410089991,0.213144320678711,2.7,5750.8,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/3 0:00:00,0.2722,0.2728,0.297,0.2728,0.297,133,370947,156,237,-0.648543524764295,0.913495775230281,0.00732889800434189,-0.0653370816527146,-0.0121388911838546,0.223213442993164,2.7,5918.4,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/6 0:00:00,0.297,0.2931,0.3119,0.2777,0.3026,590,1740758,155,234,-0.653068534513377,0.915741015801991,0.00724184604829189,-0.0663000379424423,-0.0120568786542287,0.228961996459961,2.7,5972,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/7 0:00:00,0.3026,0.2902,0.3017,0.2567,0.2567,319,899245,154,233,-0.578231910647354,0.90268099570762,0.00789167125827312,-0.0888900607107712,-0.0108677010374972,0.227332629394531,2.7,5604,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/8 0:00:00,0.2567,0.2565,0.2815,0.2565,0.2794,110,295761,153,232,-0.609619358629422,0.89352660480357,0.00761455496785875,-0.0832963074432264,-0.0113248283336156,0.230042138671875,2.7,5788.8,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
2018/8/9 0:00:00,0.2794,0.2805,0.2805,0.242,0.2434,270,688532,152,231,-0.555185560185142,0.88488605174733,0.0080012188974833,-0.0949606852061705,-0.0104220354133222,0.227680471801758,2.7,5496.2,10000,10001432,510050P1903A02700,50ETF沽2019年3月2.647A,510050.SH,ETF期权,认沽,欧式,2.647,10202,2019-03,2018/7/26 0:00:00,2019/3/27 0:00:00,2019-03-27,2019-03-28,0.2141,实物资产,退市,
