,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2019-12-09,13,3.3,0.029750000000000002,0.0007,0.0007,0.0004,0.0005,2.931,0.2575
1,call,2019-12-10,12,3.3,0.0297,0.0004,0.0005,0.0002,0.0003,2.933,0.2575
2,call,2019-12-11,11,3.3,0.029500000000000002,0.0003,0.0004,0.0002,0.0003,2.947,0.2575
3,call,2019-12-12,10,3.3,0.0296,0.0001,0.0004,0.0001,0.0003,2.937,0.2575
4,call,2019-12-13,9,3.3,0.0297,0.0001,0.0007,0.0001,0.0004,3.0,0.2575
5,call,2019-12-16,8,3.3,0.0297,0.0003,0.0005,0.0002,0.0003,2.993,0.2575
6,call,2019-12-17,7,3.3,0.03,0.0004,0.0009,0.0002,0.0002,3.025,0.2575
7,call,2019-12-18,6,3.3,0.029750000000000002,0.0006,0.0006,0.0001,0.0004,3.017,0.2575
8,call,2019-12-19,5,3.3,0.029750000000000002,0.0003,0.0004,0.0002,0.0002,3.01,0.2575
9,call,2019-12-20,4,3.3,0.029625,0.0003,0.0003,0.0001,0.0002,3.005,0.2575
10,call,2019-12-23,3,3.3,0.02955,0.0002,0.0002,0.0001,0.0001,2.979,0.2563642007264346
11,call,2019-12-24,2,3.3,0.029449999999999997,0.0001,0.0006,0.0001,0.0001,2.988,0.25823449506664875
12,call,2019-12-25,1,3.3,0.02965,0.0001,0.0001,0.0001,0.0001,2.98,0.2538330863550116
