,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,put,2015-08-27,38,1.85,0.030838,0.1956,0.1956,0.135,0.1376,2.11,0.9774218749999999
1,put,2015-08-28,37,1.85,0.030878000000000003,0.1211,0.15,0.1059,0.1113,2.168,0.9395312499999999
2,put,2015-08-31,36,1.85,0.030910000000000003,0.1116,0.1448,0.1116,0.1199,2.209,0.9389315853122584
3,put,2015-09-01,35,1.85,0.030938,0.1233,0.153,0.121,0.145,2.228,0.9367476188056325
4,put,2015-09-02,34,1.85,0.031075,0.156,0.1788,0.128,0.1444,2.236,0.936209014748305
5,put,2015-09-07,33,1.85,0.031018,0.1392,0.1407,0.1185,0.126,2.14,0.936773475676293
6,put,2015-09-08,32,1.85,0.031063,0.131,0.131,0.0554,0.0575,2.177,0.7424999999999999
7,put,2015-09-09,31,1.85,0.03104,0.0486,0.05,0.0393,0.0397,2.209,0.681875
8,put,2015-09-10,30,1.85,0.031386,0.0414,0.0428,0.031,0.031,2.206,0.6364062500000001
9,put,2015-09-11,29,1.85,0.031366,0.0304,0.0311,0.0294,0.0299,2.193,0.62125
10,put,2015-09-14,28,1.85,0.031189,0.0286,0.0423,0.0281,0.0373,2.223,0.7121875
11,put,2015-09-15,27,1.85,0.031175,0.0384,0.0551,0.033,0.0515,2.167,0.7576562499999999
12,put,2015-09-16,26,1.85,0.031325,0.0504,0.0515,0.03,0.0342,2.242,0.7424999999999999
13,put,2015-09-17,25,1.85,0.031559,0.0344,0.039,0.023,0.0298,2.198,0.66671875
14,put,2015-09-18,24,1.85,0.031611,0.0286,0.0286,0.02,0.0223,2.198,0.62125
15,put,2015-09-21,23,1.85,0.03163,0.0229,0.0269,0.0155,0.0169,2.212,0.5909374999999999
16,put,2015-09-22,22,1.85,0.031733,0.0162,0.0162,0.0109,0.0126,2.237,0.5909374999999999
17,put,2015-09-23,21,1.85,0.03195,0.013000000000000001,0.0158,0.0116,0.0153,2.18,0.5757812499999999
18,put,2015-09-24,20,1.85,0.03195,0.0146,0.0146,0.0113,0.0129,2.187,0.5606249999999999
19,put,2015-09-25,19,1.85,0.031916,0.0128,0.0149,0.0092,0.0104,2.171,0.5303125
20,put,2015-09-28,18,1.85,0.031913,0.0087,0.0098,0.0042,0.0048,2.174,0.439375
21,put,2015-09-29,17,1.85,0.031959,0.006,0.0095,0.006,0.0072,2.127,0.46968750000000004
22,put,2015-09-30,16,1.85,0.0319,0.0055,0.006999999999999999,0.0051,0.006999999999999999,2.147,0.4696622055834663
23,put,2015-10-08,15,1.85,0.031920000000000004,0.004,0.0045,0.0024,0.0042,2.196,0.4649578521827155
24,put,2015-10-09,14,1.85,0.031997,0.0027,0.004,0.0026,0.0029,2.221,0.46554567440158373
25,put,2015-10-12,13,1.85,0.032046,0.0016,0.0027,0.0013,0.0015,2.288,0.46495916452941205
26,put,2015-10-13,12,1.85,0.032132999999999995,0.0015,0.0066,0.0011,0.0011,2.279,0.46483851344810445
27,put,2015-10-14,11,1.85,0.032325,0.0019,0.0022,0.001,0.0013,2.258,0.4656321533259776
28,put,2015-10-15,10,1.85,0.0322,0.0013,0.0013,0.0006,0.0009,2.304,0.46255423046112654
29,put,2015-10-16,9,1.85,0.032188,0.0007,0.0011,0.0005,0.0006,2.322,0.46643132401711807
30,put,2015-10-19,8,1.85,0.032126999999999996,0.0004,0.0006,0.0001,0.0003,2.32,0.46854583025788904
31,put,2015-10-20,7,1.85,0.03225,0.0002,0.0004,0.0002,0.0003,2.341,0.4679099190289025
32,put,2015-10-21,6,1.85,0.032075,0.0003,0.0005,0.0001,0.0003,2.32,0.4717898032255779
33,put,2015-10-22,5,1.85,0.03195,0.0001,0.0005,0.0001,0.0001,2.333,0.4709660676347456
34,put,2015-10-23,4,1.85,0.031932999999999996,0.0002,0.0003,0.0001,0.0002,2.35,0.4729501029791106
35,put,2015-10-26,3,1.85,0.030604,0.0001,0.0002,0.0001,0.0001,2.35,0.47789262433572344
36,put,2015-10-27,2,1.85,0.030255999999999998,0.0001,0.0001,0.0001,0.0001,2.348,0.474923678323399
37,put,2015-10-28,1,1.85,0.030240999999999997,0.0001,0.0001,0.0001,0.0001,2.308,0.4782533765784814
