,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2015-06-29,121,2.6,0.032233,0.5134,0.517,0.3242,0.4455,2.66,0.6705078125
1,call,2015-06-30,120,2.6,0.031754,0.4649,0.5556,0.4313,0.5556,2.851,0.6515625
2,call,2015-07-01,119,2.6,0.032038000000000004,0.4954,0.516,0.48,0.48,2.728,0.6629296875
3,call,2015-07-02,118,2.6,0.032646,0.4628,0.4845,0.4152,0.4152,2.684,0.6023046874999999
4,call,2015-07-03,117,2.6,0.032096,0.4,0.4288,0.3551,0.4001,2.579,0.6856640625
5,call,2015-07-06,116,2.6,0.03223,0.5101,0.55,0.4702,0.53,2.742,0.7424999999999999
6,call,2015-07-07,115,2.6,0.031941000000000004,0.4534,0.5007,0.4,0.5007,2.79,0.6401953125000001
7,call,2015-07-08,114,2.6,0.031659,0.4449,0.6,0.4,0.53,2.604,0.901640625
8,call,2015-07-09,113,2.6,0.032157,0.3951,0.5927,0.3951,0.5927,2.792,0.8069140625
9,call,2015-07-10,112,2.6,0.032238,0.5173,0.7,0.4475,0.6861,2.905,0.841015625
10,call,2015-07-13,111,2.6,0.0322,0.6246,0.6246,0.555,0.5861,2.862,0.719765625
11,call,2015-07-14,110,2.6,0.032623,0.5833,0.643,0.5,0.5064,2.762,0.69892578125
12,call,2015-07-15,109,2.6,0.032549999999999996,0.4778,0.5112,0.45,0.45,2.749,0.6174609375
13,call,2015-07-17,107,2.6,0.032184,0.4491,0.4549,0.4478,0.4549,2.803,0.5682031249999999
14,call,2015-07-20,106,2.6,0.031859,0.4649,0.4649,0.3799,0.4097,2.777,0.5189453125
15,call,2015-07-21,105,2.6,0.031854,0.38,0.4,0.33,0.3539,2.768,0.43179687499999997
16,call,2015-07-22,104,2.6,0.032170000000000004,0.3461,0.3461,0.29,0.3,2.737,0.37117187500000004
17,call,2015-07-23,103,2.6,0.0322,0.29,0.3265,0.29,0.3265,2.794,0.35222656250000006
18,call,2015-07-24,102,2.6,0.032092999999999997,0.3117,0.3154,0.2978,0.2978,2.745,0.36359375000000005
19,call,2015-07-27,101,2.6,0.032136,0.2606,0.2606,0.1948,0.1948,2.494,0.439375
20,call,2015-07-28,100,2.6,0.032171,0.1742,0.2296,0.1608,0.2296,2.484,0.5189453125
21,call,2015-07-30,98,2.6,0.032,0.2135,0.219,0.1851,0.1851,2.469,0.45074218750000006
22,call,2015-07-31,97,2.6,0.032066,0.1875,0.1915,0.18,0.1915,2.462,0.47347656250000003
23,call,2015-08-03,96,2.6,0.031938,0.17,0.1771,0.1482,0.1617,2.478,0.401484375
24,call,2015-08-04,95,2.6,0.031875,0.1517,0.167,0.1516,0.1632,2.54,0.3484375
25,call,2015-08-05,94,2.6,0.031625,0.2172,0.2172,0.16,0.16,2.491,0.39390625
26,call,2015-08-06,93,2.6,0.031525,0.1579,0.178,0.155,0.1642,2.471,0.4204296875
27,call,2015-08-07,92,2.6,0.031525,0.1597,0.1597,0.1585,0.1585,2.504,0.3825390625
28,call,2015-08-10,91,2.6,0.0315,0.172,0.2079,0.1705,0.2079,2.616,0.36738281250000004
29,call,2015-08-11,90,2.6,0.031609,0.2158,0.2159,0.2043,0.2089,2.59,0.3976953125
30,call,2015-08-12,89,2.6,0.031497000000000004,0.1961,0.203,0.1961,0.203,2.564,0.416640625
31,call,2015-08-13,88,2.6,0.031265999999999995,0.1976,0.1976,0.1732,0.1929,2.576,0.386328125
32,call,2015-08-14,87,2.6,0.031337000000000004,0.1966,0.2286,0.1803,0.1803,2.575,0.36359375000000005
33,call,2015-08-17,86,2.6,0.031344,0.1578,0.1819,0.1065,0.145,2.548,0.325703125
34,call,2015-08-18,85,2.6,0.031423,0.1503,0.1503,0.0814,0.0814,2.41,0.318125
35,call,2015-08-19,84,2.6,0.031425,0.0843,0.0999,0.0765,0.0902,2.427,0.325703125
36,call,2015-08-20,83,2.6,0.031438,0.0613,0.1113,0.0367,0.0864,2.361,0.37117187500000004
37,call,2015-08-21,82,2.6,0.031403,0.0835,0.086,0.0576,0.0601,2.274,0.37496093750000004
38,call,2015-08-24,81,2.6,0.03137,0.0535,0.0616,0.0383,0.0434,2.047,0.492421875
39,call,2015-08-25,80,2.6,0.03149,0.0347,0.0549,0.0347,0.0404,1.886,0.5985156249999999
40,call,2015-08-26,79,2.6,0.031121,0.0438,0.078,0.0438,0.052000000000000005,1.946,0.6060937499999999
41,call,2015-08-27,78,2.6,0.030838,0.0603,0.0707,0.0603,0.0687,2.11,0.537890625
42,call,2015-08-28,77,2.6,0.030878000000000003,0.0745,0.0807,0.0631,0.0714,2.168,0.507578125
43,call,2015-08-31,76,2.6,0.030910000000000003,0.067,0.0736,0.06,0.073,2.209,0.4810546875
44,call,2015-09-01,75,2.6,0.030938,0.067,0.067,0.054,0.054000000000000006,2.228,0.4090625
45,call,2015-09-02,74,2.6,0.031075,0.0483,0.0634,0.0483,0.0583,2.236,0.4204296875
46,call,2015-09-07,73,2.6,0.031018,0.0554,0.0658,0.0554,0.06,2.14,0.507578125
47,call,2015-09-08,72,2.6,0.031063,0.0549,0.0568,0.0477,0.0499,2.177,0.44695312500000006
48,call,2015-09-09,71,2.6,0.03104,0.0543,0.0574,0.0485,0.0527,2.209,0.43179687499999997
49,call,2015-09-10,70,2.6,0.031386,0.0514,0.0534,0.0476,0.0489,2.206,0.42421875
50,call,2015-09-11,69,2.6,0.031366,0.046,0.0515,0.0424,0.0442,2.193,0.42421875
51,call,2015-09-14,68,2.6,0.031189,0.048,0.0489,0.035,0.0432,2.223,0.401484375
52,call,2015-09-15,67,2.6,0.031175,0.0395,0.0415,0.0382,0.0412,2.167,0.439375
53,call,2015-09-16,66,2.6,0.031325,0.0398,0.0565,0.0389,0.0503,2.242,0.416640625
54,call,2015-09-17,65,2.6,0.031559,0.051,0.0528,0.048,0.048,2.198,0.44695312500000006
55,call,2015-09-18,64,2.6,0.031611,0.0487,0.0487,0.0461,0.0465,2.198,0.44695312500000006
