,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2019-10-24,164,3.1,0.028849999999999997,0.1174,0.1237,0.111,0.1179,3.008,0.17603515625
1,call,2019-10-25,163,3.1,0.028925,0.1203,0.1236,0.1089,0.1204,3.014,0.17603515625
2,call,2019-10-28,162,3.1,0.029087000000000002,0.1303,0.132,0.1163,0.1238,3.028,0.17224609375
3,call,2019-10-29,161,3.1,0.029598,0.1228,0.1252,0.1197,0.1203,3.016,0.17603515625
4,call,2019-10-30,160,3.1,0.029875,0.1114,0.1233,0.1113,0.1127,2.999,0.17603515625
5,call,2019-10-31,159,3.1,0.030025,0.1121,0.1194,0.1121,0.1162,3.003,0.1779296875
6,call,2019-11-01,158,3.1,0.029900000000000003,0.1151,0.1424,0.1136,0.1363,3.052,0.174140625
7,call,2019-11-04,157,3.1,0.0302,0.135,0.1459,0.1348,0.141,3.069,0.1703515625
8,call,2019-11-05,156,3.1,0.030036999999999998,0.1396,0.1764,0.1383,0.1557,3.086,0.1779296875
9,call,2019-11-06,155,3.1,0.030025,0.155,0.1584,0.145,0.1492,3.079,0.174140625
10,call,2019-11-07,154,3.1,0.030125000000000002,0.1459,0.16,0.141,0.15,3.079,0.1779296875
11,call,2019-11-08,153,3.1,0.030125000000000002,0.157,0.1602,0.1402,0.1424,3.06,0.18171875
12,call,2019-11-11,152,3.1,0.03,0.1404,0.1405,0.1221,0.1238,3.013,0.18740234375000003
13,call,2019-11-12,151,3.1,0.03,0.1238,0.1257,0.1135,0.1191,3.017,0.17982421875
14,call,2019-11-13,150,3.1,0.03025,0.1154,0.1205,0.1112,0.11900000000000001,3.015,0.18171875
15,call,2019-11-14,149,3.1,0.030299999999999997,0.1238,0.1238,0.1181,0.1208,3.013,0.18550781250000004
16,call,2019-11-15,148,3.1,0.030600000000000002,0.1225,0.1274,0.1179,0.1191,3.003,0.18929687500000003
17,call,2019-11-18,147,3.1,0.030225,0.1187,0.1272,0.115,0.1223,3.027,0.18171875
18,call,2019-11-19,146,3.1,0.029900000000000003,0.1212,0.1272,0.1191,0.1249,3.046,0.174140625
19,call,2019-11-20,145,3.1,0.029542000000000002,0.1217,0.1229,0.1061,0.1096,3.013,0.174140625
20,call,2019-11-21,144,3.1,0.029750000000000002,0.1033,0.1079,0.0987,0.1006,2.995,0.174140625
21,call,2019-11-22,143,3.1,0.029849999999999998,0.0987,0.1095,0.0898,0.0923,2.967,0.17982421875
22,call,2019-11-25,142,3.1,0.02995,0.094,0.0985,0.092,0.0981,2.994,0.17224609375
23,call,2019-11-26,141,3.1,0.02995,0.1024,0.1024,0.0925,0.0952,2.993,0.1703515625
24,call,2019-11-27,140,3.1,0.029775,0.0945,0.0968,0.08800000000000001,0.0918,2.988,0.1703515625
25,call,2019-11-28,139,3.1,0.029849999999999998,0.0916,0.0958,0.0867,0.0891,2.978,0.17224609375
26,call,2019-11-29,138,3.1,0.029725,0.0879,0.0893,0.0781,0.0784,2.938,0.17982421875
27,call,2019-12-02,137,3.05,0.029775,0.08,0.0867,0.0738,0.0754,2.897,0.174140625
28,call,2019-12-03,136,3.05,0.0296,0.0778,0.0778,0.0693,0.0761,2.907,0.1703515625
29,call,2019-12-04,135,3.05,0.029525000000000003,0.07400000000000001,0.0771,0.0709,0.0754,2.901,0.174140625
30,call,2019-12-05,134,3.05,0.0296,0.0797,0.0821,0.0761,0.0788,2.919,0.1703515625
31,call,2019-12-06,133,3.05,0.0296,0.0799,0.0824,0.077,0.0824,2.936,0.1665625
32,call,2019-12-09,132,3.05,0.029750000000000002,0.083,0.085,0.0784,0.0805,2.931,0.1665625
33,call,2019-12-10,131,3.05,0.0297,0.0783,0.0841,0.0783,0.0837,2.933,0.1703515625
34,call,2019-12-11,130,3.05,0.029500000000000002,0.0815,0.0896,0.0815,0.0877,2.947,0.1703515625
35,call,2019-12-12,129,3.05,0.0296,0.0888,0.0888,0.0842,0.086,2.937,0.174140625
36,call,2019-12-13,128,3.05,0.0297,0.0915,0.1247,0.0915,0.1214,3.0,0.18361328125000004
37,call,2019-12-16,127,3.05,0.0297,0.1173,0.1213,0.1076,0.11900000000000001,2.993,0.18550781250000004
38,call,2019-12-17,126,3.05,0.03,0.1188,0.1704,0.1182,0.1431,3.025,0.19687500000000002
39,call,2019-12-18,125,3.05,0.029750000000000002,0.1469,0.1608,0.14300000000000002,0.1463,3.017,0.2082421875
40,call,2019-12-19,124,3.05,0.029750000000000002,0.15,0.1546,0.1458,0.15,3.01,0.219609375
41,call,2019-12-20,123,3.05,0.029625,0.1557,0.165,0.1514,0.1515,3.005,0.22718750000000001
42,call,2019-12-23,122,3.05,0.02955,0.15,0.1578,0.1239,0.1252,2.979,0.2082421875
43,call,2019-12-24,121,3.05,0.029449999999999997,0.1328,0.1329,0.1233,0.1301,2.988,0.21203125
44,call,2019-12-25,120,3.05,0.02965,0.1276,0.1297,0.1218,0.128,2.98,0.2158203125
45,call,2019-12-26,119,3.05,0.029449999999999997,0.1321,0.1415,0.1307,0.1413,3.002,0.219609375
46,call,2019-12-27,118,3.05,0.029575,0.1429,0.1662,0.1429,0.1481,3.009,0.22529296875
47,call,2019-12-30,117,3.05,0.029575,0.1481,0.1779,0.1383,0.17300000000000001,3.051,0.23097656250000004
48,call,2019-12-31,116,3.05,0.029425,0.1753,0.1823,0.1681,0.18,3.058,0.23476562500000003
49,call,2020-01-02,115,3.05,0.0291,0.1921,0.2126,0.192,0.1984,3.081,0.24613281250000002
50,call,2020-01-03,114,3.05,0.028999999999999998,0.2043,0.2043,0.1871,0.1871,3.068,0.24044921875000003
51,call,2020-01-06,113,3.05,0.028675000000000003,0.1807,0.1977,0.1641,0.1765,3.05,0.24234375000000002
52,call,2020-01-07,112,3.05,0.02855,0.1746,0.1937,0.1746,0.1855,3.062,0.24613281250000002
53,call,2020-01-08,111,3.05,0.02855,0.177,0.18100000000000002,0.1653,0.1682,3.033,0.24613281250000002
54,call,2020-01-09,110,3.05,0.0287,0.185,0.185,0.1762,0.1795,3.057,0.24423828125000002
55,call,2020-01-10,109,3.05,0.028650000000000002,0.1838,0.1838,0.1758,0.1805,3.061,0.24234375000000002
56,call,2020-01-13,108,3.05,0.0287,0.1774,0.1883,0.1681,0.1883,3.08,0.23855468750000003
57,call,2020-01-14,107,3.05,0.028825,0.1946,0.201,0.1784,0.1817,3.076,0.23476562500000003
58,call,2020-01-15,106,3.05,0.028900000000000002,0.1829,0.1847,0.1621,0.1621,3.046,0.23097656250000004
59,call,2020-01-16,105,3.05,0.028900000000000002,0.1646,0.1646,0.15,0.1528,3.036,0.22718750000000001
60,call,2020-01-17,104,3.05,0.028900000000000002,0.1573,0.1663,0.1525,0.1537,3.042,0.2233984375
