,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2018-10-29,161,2.3,0.030899999999999997,0.3657,0.3657,0.3167,0.327,2.431,0.3825390625
1,call,2018-10-30,160,2.3,0.030785,0.3272,0.35,0.3171,0.335,2.463,0.35980468750000005
2,call,2018-10-31,159,2.3,0.030950000000000002,0.3432,0.3623,0.3344,0.35200000000000004,2.496,0.35222656250000006
3,call,2018-11-01,158,2.3,0.03115,0.3682,0.3794,0.3456,0.3456,2.507,0.3294921875
4,call,2018-11-02,157,2.3,0.03125,0.3749,0.4176,0.3749,0.4174,2.594,0.34464843749999996
5,call,2018-11-05,156,2.3,0.0313,0.4148,0.4349,0.3892,0.3956,2.558,0.35412109375000006
6,call,2018-11-06,155,2.3,0.031275,0.3911,0.3928,0.3824,0.3873,2.546,0.35601562500000006
7,call,2018-11-07,154,2.3,0.03145,0.3932,0.406,0.3659,0.3659,2.528,0.34085937499999996
8,call,2018-11-08,153,2.3,0.031421000000000004,0.4023,0.4023,0.3837,0.3862,2.537,0.36738281250000004
9,call,2018-11-09,152,2.3,0.031400000000000004,0.3706,0.3717,0.3566,0.3566,2.48,0.3901171875
10,call,2018-11-12,151,2.3,0.031200000000000002,0.3535,0.3608,0.3487,0.3556,2.49,0.37496093750000004
11,call,2018-11-13,150,2.3,0.0313,0.3407,0.37200000000000005,0.3392,0.36700000000000005,2.509,0.37496093750000004
12,call,2018-11-14,149,2.3,0.031,0.3601,0.3616,0.3427,0.3455,2.475,0.37875000000000003
13,call,2018-11-15,148,2.3,0.031,0.3471,0.3619,0.3455,0.3603,2.505,0.37117187500000004
14,call,2018-11-16,147,2.3,0.031200000000000002,0.3585,0.3738,0.3467,0.3591,2.507,0.36738281250000004
15,call,2018-11-19,146,2.3,0.0311,0.364,0.3772,0.3629,0.3757,2.54,0.35601562500000006
16,call,2018-11-20,145,2.3,0.0313,0.3702,0.3702,0.3424,0.3476,2.498,0.35980468750000005
17,call,2018-11-21,144,2.3,0.0313,0.3314,0.348,0.3314,0.341,2.497,0.35222656250000006
18,call,2018-11-22,143,2.3,0.031349999999999996,0.3332,0.341,0.3231,0.3298,2.483,0.3484375
19,call,2018-11-23,142,2.3,0.03165,0.3288,0.3325,0.301,0.301,2.442,0.3484375
20,call,2018-11-26,141,2.3,0.031400000000000004,0.3048,0.3109,0.2947,0.2966,2.45,0.33328125
21,call,2018-11-27,140,2.3,0.03175,0.2996,0.3025,0.2877,0.2877,2.439,0.33328125
22,call,2018-11-28,139,2.3,0.0318,0.2944,0.3032,0.2908,0.29600000000000004,2.466,0.3143359375
23,call,2018-11-29,138,2.3,0.03165,0.305,0.3092,0.2873,0.2873,2.453,0.318125
24,call,2018-11-30,137,2.3,0.031363,0.29100000000000004,0.3075,0.29100000000000004,0.3075,2.474,0.3294921875
25,call,2018-12-03,136,2.254,0.03145,0.3268,0.3559,0.3268,0.3356,2.482,0.3143359375
