,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2015-04-08,54,2.95,0.045679,0.1244,0.1701,0.1244,0.1701,2.898,0.416640625
1,call,2015-04-09,53,2.95,0.045335,0.1816,0.2062,0.1707,0.1957,2.877,0.417773407032037
2,call,2015-04-10,52,2.95,0.045145,0.0127,0.198,0.0127,0.196,2.936,0.439375
3,call,2015-04-13,51,2.95,0.045473999999999994,0.2225,0.2457,0.2225,0.2389,2.991,0.46968750000000004
4,call,2015-04-14,50,2.95,0.045227,0.24,0.24,0.24,0.24,2.999,0.46968750000000004
5,call,2015-04-15,49,2.95,0.045073,0.2669,0.2677,0.2398,0.2677,3.011,0.522734375
6,call,2015-04-16,48,2.95,0.04504,0.2569,0.3194,0.2569,0.3194,3.145,0.44316406250000007
7,call,2015-04-17,47,2.95,0.044896000000000005,0.3553,0.3928,0.3553,0.3781,3.185,0.5265234375
8,call,2015-04-20,46,2.95,0.043453,0.4014,0.4014,0.3338,0.3338,3.103,0.5606249999999999
9,call,2015-04-21,45,2.95,0.042249999999999996,0.34,0.3578,0.3141,0.3578,3.141,0.5682031249999999
10,call,2015-04-22,44,2.95,0.041918,0.3801,0.3929,0.3801,0.3881,3.241,0.46589843750000004
11,call,2015-04-23,43,2.95,0.041983,0.4069,0.4193,0.3722,0.3722,3.212,0.4886328125
12,call,2015-04-24,42,2.95,0.041837,0.3698,0.3744,0.3365,0.3473,3.171,0.507578125
13,call,2015-04-27,41,2.95,0.040344,0.361,0.4081,0.361,0.4081,3.255,0.51515625
14,call,2015-04-28,40,2.95,0.039740000000000004,0.3903,0.4315,0.3739,0.3739,3.228,0.477265625
15,call,2015-04-29,39,2.95,0.0394,0.3602,0.3951,0.3602,0.3892,3.22,0.5492578124999999
16,call,2015-04-30,38,2.95,0.039063,0.3838,0.3847,0.3838,0.3841,3.198,0.5871484374999999
17,call,2015-05-04,37,2.95,0.038081000000000004,0.36700000000000005,0.36700000000000005,0.3375,0.359,3.211,0.492421875
18,call,2015-05-05,36,2.95,0.037847,0.3508,0.3599,0.2837,0.2868,3.096,0.5265234375
19,call,2015-05-06,35,2.95,0.037937,0.3133,0.3297,0.265,0.265,3.083,0.5298140688916407
20,call,2015-05-07,34,2.95,0.03773,0.2716,0.2716,0.25,0.2513,3.045,0.5341015625
21,call,2015-05-08,33,2.95,0.037175,0.2586,0.2743,0.22,0.2457,3.055,0.507578125
22,call,2015-05-11,32,2.95,0.036611,0.2501,0.28,0.2391,0.2741,3.11,0.492421875
23,call,2015-05-12,31,2.95,0.035230000000000004,0.2734,0.2909,0.2734,0.2864,3.129,0.49446583496225643
24,call,2015-05-13,30,2.95,0.034254,0.2805,0.2832,0.2555,0.2603,3.084,0.522734375
25,call,2015-05-14,29,2.95,0.03295,0.2666,0.2666,0.2477,0.25,3.073,0.522734375
26,call,2015-05-15,28,2.95,0.032355,0.24,0.24,0.1915,0.1968,3.006,0.5231141121313491
27,call,2015-05-18,27,2.95,0.032119,0.1835,0.1835,0.13,0.131,2.946,0.4052734375
28,call,2015-05-19,26,2.95,0.032267000000000004,0.1321,0.2065,0.131,0.2056,3.066,0.42421875
29,call,2015-05-20,25,2.95,0.031774,0.2182,0.2654,0.2047,0.2136,3.066,0.46210937500000004
30,call,2015-05-21,24,2.95,0.030513,0.2225,0.2408,0.2101,0.235,3.104,0.45453125000000005
31,call,2015-05-22,23,2.95,0.029556,0.2444,0.3124,0.2207,0.3124,3.199,0.4515211528322699
32,call,2015-05-25,22,2.95,0.029144,0.3239,0.3917,0.3239,0.3917,3.303,0.48484375
33,call,2015-05-26,21,2.95,0.029041,0.415,0.4546,0.3943,0.4414,3.32,0.66671875
34,call,2015-05-27,20,2.95,0.029129000000000002,0.4452,0.4543,0.3896,0.401,3.285,0.6288281250000001
35,call,2015-05-28,19,2.95,0.029348,0.39799999999999996,0.39799999999999996,0.2042,0.21,3.079,0.48484375
36,call,2015-05-29,18,2.95,0.029392,0.2105,0.2519,0.182,0.215,3.066,0.5530468749999999
37,call,2015-06-01,17,2.95,0.029500000000000002,0.209,0.3271,0.1983,0.3154,3.198,0.5985156249999999
38,call,2015-06-02,16,2.95,0.029606,0.3067,0.33,0.2739,0.32799999999999996,3.209,0.6364062500000001
39,call,2015-06-03,15,2.95,0.029911,0.3169,0.341,0.2755,0.3,3.191,0.5909374999999999
40,call,2015-06-04,14,2.95,0.030137999999999998,0.3254,0.36700000000000005,0.2217,0.3536,3.259,0.6060937499999999
41,call,2015-06-05,13,2.95,0.02994,0.3666,0.4109,0.3104,0.3484,3.254,0.6288281250000001
42,call,2015-06-08,12,2.95,0.029796,0.3611,0.5019,0.3511,0.4897,3.427,0.5606249999999999
43,call,2015-06-09,11,2.95,0.029900000000000003,0.5054,0.518,0.4123,0.4434,3.361,0.72734375
44,call,2015-06-10,10,2.95,0.030179,0.419,0.4475,0.3601,0.3942,3.32,0.6364062500000001
45,call,2015-06-11,9,2.95,0.030240999999999997,0.3944,0.3976,0.3558,0.3729,3.3,0.6364062500000001
46,call,2015-06-12,8,2.95,0.030223,0.3928,0.3928,0.3504,0.3779,3.313,0.6060937499999999
47,call,2015-06-15,7,2.95,0.030573000000000003,0.4018,0.4018,0.2777,0.2777,3.216,0.6047680273703017
48,call,2015-06-16,6,2.95,0.031021,0.2547,0.3033,0.1833,0.2076,3.148,0.4090625
49,call,2015-06-17,5,2.95,0.03121,0.2149,0.2459,0.18899999999999997,0.2348,3.175,0.40448995955757694
50,call,2015-06-18,4,2.95,0.031311,0.2247,0.2247,0.1033,0.1094,3.042,0.39390625
51,call,2015-06-19,3,2.95,0.031622,0.1106,0.1106,0.0271,0.0271,2.874,0.54546875
52,call,2015-06-23,2,2.95,0.0321,0.021,0.068,0.0117,0.0515,2.976,0.4090625
53,call,2015-06-24,1,2.95,0.0325,0.0501,0.07400000000000001,0.0068,0.0669,3.018,0.40479959907373875
