,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,put,2019-12-02,137,3.1,0.029775,0.2201,0.228,0.215,0.2241,2.897,0.1665625
1,put,2019-12-03,136,3.1,0.0296,0.2275,0.2391,0.2184,0.2188,2.907,0.1703515625
2,put,2019-12-04,135,3.1,0.029525000000000003,0.2258,0.2327,0.2206,0.2237,2.901,0.1703515625
3,put,2019-12-05,134,3.1,0.0296,0.2185,0.2185,0.203,0.2087,2.919,0.1665625
4,put,2019-12-06,133,3.1,0.0296,0.2053,0.2053,0.1963,0.1963,2.936,0.1665625
5,put,2019-12-09,132,3.1,0.029750000000000002,0.1963,0.1989,0.1929,0.1939,2.931,0.158984375
6,put,2019-12-10,131,3.1,0.0297,0.1965,0.19699999999999998,0.1916,0.1916,2.933,0.15519531250000002
7,put,2019-12-11,130,3.1,0.029500000000000002,0.1882,0.1959,0.1861,0.1873,2.947,0.1627734375
8,put,2019-12-12,129,3.1,0.0296,0.1869,0.1931,0.1869,0.1926,2.937,0.1627734375
9,put,2019-12-13,128,3.1,0.0297,0.1801,0.1801,0.1576,0.1608,3.0,0.174140625
10,put,2019-12-16,127,3.1,0.0297,0.1634,0.1636,0.1522,0.1535,2.993,0.15708984375
11,put,2019-12-17,126,3.1,0.03,0.1516,0.1546,0.1319,0.1358,3.025,0.158984375
12,put,2019-12-18,125,3.1,0.029750000000000002,0.1354,0.1412,0.1317,0.14,3.017,0.158984375
13,put,2019-12-19,124,3.1,0.029750000000000002,0.1408,0.1478,0.1393,0.1459,3.01,0.1627734375
14,put,2019-12-20,123,3.1,0.029625,0.1459,0.1477,0.1404,0.1438,3.005,0.15519531250000002
15,put,2019-12-23,122,3.1,0.02955,0.1437,0.1566,0.1378,0.1566,2.979,0.15140625000000002
16,put,2019-12-24,121,3.1,0.029449999999999997,0.15,0.1554,0.1454,0.1475,2.988,0.14572265625000003
17,put,2019-12-25,120,3.1,0.02965,0.151,0.158,0.149,0.1539,2.98,0.14761718750000002
18,put,2019-12-26,119,3.1,0.029449999999999997,0.1581,0.1581,0.1426,0.1438,3.002,0.15330078125000002
19,put,2019-12-27,118,3.1,0.029575,0.1431,0.1432,0.1286,0.1408,3.009,0.15519531250000002
20,put,2019-12-30,117,3.1,0.029575,0.1457,0.1465,0.1242,0.1277,3.051,0.1703515625
21,put,2019-12-31,116,3.1,0.029425,0.1314,0.1355,0.1263,0.1289,3.058,0.1779296875
22,put,2020-01-02,115,3.1,0.0291,0.1218,0.125,0.1167,0.11800000000000001,3.081,0.1779296875
23,put,2020-01-03,114,3.1,0.028999999999999998,0.1153,0.1259,0.1153,0.1258,3.068,0.18171875
24,put,2020-01-06,113,3.1,0.028675000000000003,0.1302,0.1427,0.1231,0.1369,3.05,0.18550781250000004
