,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,put,2017-11-28,41,2.9,0.046799999999999994,0.0596,0.0755,0.0596,0.064,2.896,0.18171875
1,put,2017-11-29,40,2.9,0.0467,0.0649,0.0858,0.0565,0.0699,2.89,0.18929687500000003
2,put,2017-11-30,39,2.9,0.046799999999999994,0.0705,0.092,0.0658,0.0896,2.858,0.20066406250000002
3,put,2017-12-01,38,2.9,0.045862999999999994,0.0932,0.1101,0.0877,0.1101,2.838,0.22718750000000001
4,put,2017-12-04,37,2.9,0.046950000000000006,0.1115,0.1193,0.0841,0.0855,2.858,0.19308593750000003
5,put,2017-12-05,36,2.9,0.046502,0.0882,0.0956,0.0548,0.0605,2.908,0.19687500000000002
6,put,2017-12-06,35,2.9,0.047,0.0613,0.1007,0.0613,0.0798,2.871,0.20066406250000002
7,put,2017-12-07,34,2.9,0.047,0.0808,0.1072,0.0751,0.096,2.844,0.204453125
8,put,2017-12-08,33,2.9,0.046658,0.0955,0.1008,0.0719,0.0774,2.865,0.18929687500000003
9,put,2017-12-11,32,2.9,0.047094,0.0756,0.0812,0.0577,0.0577,2.898,0.18171875
10,put,2017-12-12,31,2.9,0.047031,0.0585,0.0835,0.0547,0.0821,2.846,0.174140625
11,put,2017-12-13,30,2.9,0.047295,0.0829,0.0915,0.0653,0.0693,2.87,0.18171875
12,put,2017-12-14,29,2.9,0.047018000000000004,0.0697,0.0875,0.0654,0.0784,2.85,0.174140625
13,put,2017-12-15,28,2.9,0.0478,0.0801,0.105,0.0801,0.0994,2.816,0.174140625
14,put,2017-12-18,27,2.9,0.04775,0.0998,0.0998,0.0807,0.09,2.828,0.174140625
15,put,2017-12-19,26,2.9,0.04775,0.0897,0.0897,0.0633,0.0633,2.87,0.174140625
16,put,2017-12-20,25,2.9,0.04729,0.0634,0.0695,0.0573,0.0624,2.876,0.18171875
17,put,2017-12-21,24,2.9,0.047706,0.064,0.0703,0.0446,0.0495,2.893,0.174140625
18,put,2017-12-22,23,2.9,0.0483,0.0513,0.0568,0.0471,0.054000000000000006,2.878,0.1665625
19,put,2017-12-25,22,2.9,0.0478,0.0549,0.0597,0.0383,0.0566,2.876,0.174140625
20,put,2017-12-26,21,2.9,0.048150000000000005,0.0574,0.0592,0.0421,0.0431,2.893,0.158984375
21,put,2017-12-27,20,2.9,0.0484,0.0417,0.0855,0.0417,0.0833,2.834,0.18171875
22,put,2017-12-28,19,2.9,0.047731,0.0826,0.0861,0.0578,0.0662,2.855,0.174140625
23,put,2017-12-29,18,2.9,0.0483,0.0659,0.0692,0.0523,0.0612,2.858,0.158984375
24,put,2018-01-02,17,2.9,0.047428,0.0598,0.0598,0.033,0.0339,2.907,0.158984375
25,put,2018-01-03,16,2.9,0.047148,0.0328,0.0342,0.0205,0.0304,2.912,0.158984375
26,put,2018-01-04,15,2.9,0.046900000000000004,0.0299,0.032,0.0227,0.0305,2.919,0.174140625
27,put,2018-01-05,14,2.9,0.046919,0.0284,0.0294,0.0203,0.024,2.933,0.174140625
28,put,2018-01-08,13,2.9,0.046703999999999996,0.023,0.0243,0.0158,0.0192,2.944,0.18171875
29,put,2018-01-09,12,2.9,0.046925,0.019,0.0195,0.0088,0.0088,2.97,0.158984375
30,put,2018-01-10,11,2.9,0.047,0.009000000000000001,0.011000000000000001,0.0057,0.0075,2.994,0.18171875
31,put,2018-01-11,10,2.9,0.047175,0.0075,0.0081,0.0048,0.0051,2.991,0.1665625
32,put,2018-01-12,9,2.9,0.0472,0.0058,0.0058,0.0035,0.0036,3.018,0.19687500000000002
33,put,2018-01-15,8,2.9,0.047288,0.0034,0.0037,0.0021,0.0032,3.043,0.22718750000000001
34,put,2018-01-16,7,2.9,0.047375,0.0032,0.0037,0.001,0.001,3.064,0.13625
35,put,2018-01-17,6,2.9,0.047400000000000005,0.0009,0.0025,0.0009,0.0015,3.071,0.2575
36,put,2018-01-18,5,2.9,0.047496000000000003,0.0014,0.0019,0.0008,0.0011,3.106,0.2575
37,put,2018-01-19,4,2.9,0.0479,0.001,0.0014,0.0006,0.0008,3.113,0.2575
38,put,2018-01-22,3,2.9,0.047466999999999995,0.0006,0.0011,0.0002,0.0002,3.129,0.2575
39,put,2018-01-23,2,2.9,0.0475,0.0002,0.0003,0.0001,0.0002,3.173,0.26117178262709917
40,put,2018-01-24,1,2.9,0.047400000000000005,0.0001,0.0002,0.0001,0.0001,3.172,0.2639227524433026
