,call_or_put,date,ptmtradeday,k,rate,open,high,low,close,s,iv
0,call,2017-11-08,36,3.0,0.045,0.0089,0.0158,0.0085,0.0092,2.874,0.12109375
1,call,2017-11-09,35,3.0,0.045250000000000005,0.0091,0.0116,0.0089,0.011000000000000001,2.885,0.12109375
2,call,2017-11-10,34,3.0,0.045125,0.0112,0.0216,0.011000000000000001,0.0203,2.918,0.128671875
3,call,2017-11-13,33,3.0,0.045825,0.0206,0.0293,0.0206,0.0232,2.928,0.1324609375
4,call,2017-11-14,32,3.0,0.04605000000000001,0.023,0.0256,0.0181,0.0188,2.913,0.13625
5,call,2017-11-15,31,3.0,0.045700000000000005,0.0181,0.0204,0.0157,0.0157,2.901,0.13625
6,call,2017-11-16,30,3.0,0.045625,0.015,0.0239,0.0144,0.0225,2.932,0.13625
7,call,2017-11-17,29,3.0,0.045599999999999995,0.0224,0.039,0.0218,0.0381,2.99,0.11351562500000001
8,call,2017-11-20,28,3.0,0.04545,0.0379,0.0504,0.03,0.05,2.996,0.14382812500000003
9,call,2017-11-21,27,3.0,0.04555,0.048,0.1036,0.0453,0.0843,3.046,0.158984375
10,call,2017-11-22,26,3.0,0.045825,0.091,0.1277,0.0881,0.0993,3.067,0.158984375
11,call,2017-11-23,25,3.0,0.045414,0.0979,0.1107,0.0329,0.0475,2.991,0.15140625000000002
12,call,2017-11-24,24,3.0,0.046150000000000004,0.049,0.0597,0.0421,0.053,2.99,0.174140625
13,call,2017-11-27,23,3.0,0.04650000000000001,0.052000000000000005,0.0535,0.0355,0.0444,2.966,0.18929687500000003
14,call,2017-11-28,22,2.946,0.046799999999999994,0.0438,0.044000000000000004,0.0319,0.0374,2.896,0.19687500000000002
15,call,2017-11-29,21,2.946,0.0467,0.0422,0.0458,0.0279,0.0349,2.89,0.19687500000000002
16,call,2017-11-30,20,2.946,0.046799999999999994,0.0349,0.0395,0.0266,0.0266,2.858,0.21203125
17,call,2017-12-01,19,2.946,0.045862999999999994,0.0278,0.0308,0.0227,0.0228,2.838,0.22718750000000001
18,call,2017-12-04,18,2.946,0.046950000000000006,0.0228,0.0291,0.0178,0.021,2.858,0.204453125
19,call,2017-12-05,17,2.946,0.046502,0.0201,0.0359,0.017,0.0325,2.908,0.18171875
20,call,2017-12-06,16,2.946,0.047,0.0302,0.0311,0.0172,0.022000000000000002,2.871,0.19687500000000002
21,call,2017-12-07,15,2.946,0.047,0.0222,0.0245,0.0118,0.0132,2.844,0.19687500000000002
22,call,2017-12-08,14,2.946,0.046658,0.0128,0.0174,0.0107,0.0147,2.865,0.18171875
23,call,2017-12-11,13,2.946,0.047094,0.0141,0.0195,0.0137,0.0195,2.898,0.1665625
24,call,2017-12-12,12,2.946,0.047031,0.0189,0.0216,0.008,0.0085,2.846,0.18171875
25,call,2017-12-13,11,2.946,0.047295,0.0082,0.0138,0.0075,0.0118,2.87,0.18171875
26,call,2017-12-14,10,2.946,0.047018000000000004,0.013000000000000001,0.0145,0.0067,0.0069,2.85,0.18171875
27,call,2017-12-15,9,2.946,0.0478,0.0074,0.0074,0.0033,0.0037,2.816,0.19687500000000002
28,call,2017-12-18,8,2.946,0.04775,0.0033,0.0047,0.0027,0.0032,2.828,0.19687500000000002
29,call,2017-12-19,7,2.946,0.04775,0.0031,0.0058,0.0028,0.0055,2.87,0.1665625
30,call,2017-12-20,6,2.946,0.04729,0.0057,0.0068,0.0031,0.0044,2.876,0.1665625
31,call,2017-12-21,5,2.946,0.047706,0.0042,0.0123,0.0032,0.0066,2.893,0.1665625
32,call,2017-12-22,4,2.946,0.0483,0.0061,0.0082,0.003,0.0032,2.878,0.19687500000000002
33,call,2017-12-25,3,2.946,0.0478,0.0027,0.0066,0.0005,0.0009,2.876,0.13625
34,call,2017-12-26,2,2.946,0.048150000000000005,0.0009,0.0013,0.0005,0.0009,2.893,0.13625
35,call,2017-12-27,1,2.946,0.0484,0.0008,0.0008,0.0001,0.0002,2.834,0.2575
